time,water_temperature,salinity,turbidity,ph,oxygen,ammonia
1137,2018-07-20T18:45:00Z,26.4,34.3,0.92,8.25,6.67,1.76
1138,2018-07-20T19:15:00Z,26.8,33.5,2.34,8.18,6.49,2.23
1139,2018-07-20T19:50:00Z,27.1,33.8,17.93,8.16,6.6,0.97
1140,2018-07-31T18:10:00Z,27.1,33.8,0.67,8.17,6.23,5.18
1141,2018-07-31T18:25:00Z,27.6,32.0,5.18,8.06,4.95,9.01
1142,2018-07-31T18:45:00Z,28.5,33.7,3.75,8.14,5.56,7.03
1143,2018-07-31T19:06:00Z,28.3,34.4,6.92,8.14,6.29,8.29
1144,2018-07-31T19:20:00Z,28.1,32.4,1.32,8.15,6.29,6.06
1145,2018-08-01T18:05:00Z,27.1,34.8,1.33,8.18,6.47,2.77
1146,2018-08-01T18:35:00Z,27.6,35.2,1.36,8.18,6.45,1.61
1147,2018-08-01T18:55:00Z,27.7,35.2,4.33,8.18,6.63,2.96
1148,2018-08-01T19:25:00Z,27.4,35.1,1.08,8.19,7.17,4.78
1149,2018-08-01T19:35:00Z,27.5,34.7,0.92,8.15,6.55,3.9
1150,2018-08-02T18:15:00Z,26.2,34.7,3.55,8.13,6.47,3.78
1151,2018-08-02T18:45:00Z,26.7,35.6,1.23,8.2,6.54,2.27
1152,2018-08-02T19:05:00Z,27.4,35.4,3.6,8.18,6.48,1.88
1153,2018-08-02T19:20:00Z,27.5,35.1,3.66,8.18,6.45,8.26
1154,2018-08-02T19:39:00Z,27.4,33.2,2.13,8.13,6.42,3.77
1155,2018-08-03T17:53:00Z,26.6,35.3,1.36,8.2,6.58,4.76
1156,2018-08-03T18:12:00Z,26.8,35.2,1.23,8.19,6.56,5.41
1157,2018-08-03T18:32:00Z,27.0,35.4,0.85,8.2,6.56,8.15
1158,2018-08-03T18:55:00Z,27.4,35.4,1.66,8.2,6.54,3.0
1159,2018-08-03T19:12:00Z,27.5,35.4,0.25,8.22,6.56,3.64
1160,2018-08-07T18:08:00Z,25.5,33.7,2.12,8.12,6.76,9.68
1161,2018-08-07T18:32:00Z,26.2,33.9,5.4,8.18,6.61,2.2
1162,2018-08-07T18:53:00Z,25.6,34.3,7.92,8.14,6.57,2.1
1163,2018-08-07T19:15:00Z,26.9,33.7,11.1,8.19,6.71,4.85
1164,2018-08-07T19:31:00Z,27.1,33.9,2.54,8.21,6.6,1.79
1165,2018-08-08T18:30:00Z,26.5,34.0,2.06,8.09,6.33,3.46
1166,2018-08-08T18:55:00Z,26.6,34.3,2.27,8.1,6.41,1.0
1167,2018-08-08T19:19:00Z,26.9,34.6,2.22,8.12,6.56,1.2
1168,2018-08-08T19:55:00Z,27.2,34.6,2.11,8.14,6.92,2.87
1169,2018-08-09T17:20:00Z,26.9,34.5,1.17,8.05,5.39,1.45
1170,2018-08-09T17:35:00Z,26.9,34.3,4.06,8.06,6.09,1.96
1171,2018-08-09T17:50:00Z,26.5,34.4,13.63,8.14,6.55,1.21
1172,2018-08-09T18:05:00Z,26.3,34.6,9.81,8.14,6.61,6.53
1173,2018-08-09T18:17:00Z,26.5,34.6,6.95,8.16,6.63,1.05
1174,2018-08-10T17:59:00Z,24.9,19.2,18.7,8.2,6.97,5.87
1175,2018-08-10T18:40:00Z,26.4,34.2,0.85,8.2,6.79,1.34
1176,2018-08-10T19:42:00Z,26.6,32.2,10.35,8.16,7.07,5.16
1177,2018-08-10T20:13:00Z,27.1,32.8,17.07,8.11,6.65,8.03
1178,2018-08-10T20:38:00Z,27.4,33.9,18.97,8.2,7.09,3.59
1179,2018-08-21T17:55:00Z,26.9,31.6,1.74,8.13,5.92,7.3
1180,2018-08-21T18:28:00Z,26.4,31.8,4.95,8.11,5.58,7.93
1181,2018-08-21T18:40:00Z,27.5,33.4,5.19,8.1,4.99,2.89
1182,2018-08-21T19:00:00Z,27.3,34.0,7.01,8.16,6.51,3.18
1183,2018-08-21T19:13:00Z,28.2,32.9,1.84,8.16,6.16,3.59
1184,2018-08-22T17:52:00Z,27.3,26.2,1.2,8.17,6.44,7.35
1185,2018-08-22T18:25:00Z,27.7,34.7,1.33,8.18,6.23,2.96
1186,2018-08-22T19:04:00Z,27.5,34.8,1.12,8.15,7.17,8.53
1187,2018-08-28T18:12:00Z,26.4,33.2,1.59,8.13,6.65,5.3
1188,2018-08-28T18:35:00Z,26.8,31.8,2.66,8.19,6.49,5.64
1189,2018-08-28T18:55:00Z,26.7,29.7,15.27,8.15,6.64,11.0
1190,2018-08-28T19:14:00Z,27.8,32.6,64.13,8.17,6.5,12.23
1191,2018-08-28T19:32:00Z,27.5,32.6,1.45,8.24,6.62,2.18
1192,2018-08-29T18:10:00Z,27.5,32.5,4.11,8.09,6.1,3.29
1193,2018-08-29T18:43:00Z,27.6,33.5,10.15,8.09,5.87,6.75
1194,2018-08-29T19:10:00Z,27.8,33.6,3.91,8.11,6.05,8.49
1195,2018-08-29T19:45:00Z,27.9,34.0,3.52,8.16,6.65,10.3
1196,2018-08-30T17:15:00Z,25.8,34.3,11.77,8.13,6.2,1.45
1197,2018-08-30T17:28:00Z,26.0,34.3,3.45,8.11,6.21,1.48
1198,2018-08-30T17:50:00Z,24.8,34.5,18.9,8.16,6.77,6.9
1199,2018-08-30T18:03:00Z,25.0,34.3,5.43,8.17,6.77,30.18
1200,2018-08-30T18:15:00Z,25.6,34.1,13.43,8.15,6.47,1.14
1201,2018-08-31T17:50:00Z,25.3,33.5,2.56,8.15,6.3,3.74
1202,2018-08-31T18:25:00Z,25.9,34.3,0.74,8.2,6.72,3.35
1203,2018-08-31T18:50:00Z,26.6,32.5,1.41,8.13,6.47,4.24
1204,2018-08-31T19:35:00Z,26.7,33.9,7.05,8.14,6.26,2.27
1205,2018-08-31T19:50:00Z,26.8,33.8,14.37,8.13,6.21,5.26
1206,2018-09-11T18:00:00Z,26.8,32.9,4.73,8.14,6.35,3.4
1207,2018-09-11T18:17:00Z,26.5,32.9,19.7,8.12,6.33,3.92
1208,2018-09-11T18:37:00Z,27.2,33.3,5.32,8.14,6.04,2.76
1209,2018-09-11T18:52:00Z,27.0,33.8,5.53,8.15,6.36,10.46
1210,2018-09-11T19:11:00Z,27.2,31.6,4.01,8.14,6.52,4.8
1211,2018-09-13T18:25:00Z,26.8,34.8,8.75,8.17,6.44,5.88
1212,2018-09-13T18:50:00Z,27.0,35.4,1.46,8.2,6.44,1.48
1213,2018-09-13T19:20:00Z,28.0,35.3,2.38,8.19,6.44,1.83
1214,2018-09-13T19:50:00Z,28.1,34.9,2.49,8.18,6.41,1.6
1215,2018-09-13T20:11:00Z,27.7,34.1,3.08,8.17,6.46,1.66
1216,2018-09-14T17:52:00Z,27.2,35.6,0.75,8.2,6.41,1.57
1217,2018-09-14T18:18:00Z,27.6,35.2,0.76,8.15,6.48,3.16
1218,2018-09-14T18:37:00Z,27.5,35.3,0.85,8.18,6.47,2.17
1219,2018-09-14T18:58:00Z,27.6,35.4,0.87,8.18,6.46,2.91
1220,2018-09-14T19:25:00Z,28.2,35.5,0.37,8.21,6.47,2.19
1221,2018-09-18T18:11:00Z,25.7,33.4,10.67,8.09,6.3,23.45
1222,2018-09-18T18:39:00Z,26.5,32.6,4.79,8.19,6.41,2.47
1223,2018-09-18T18:57:00Z,25.8,34.3,7.39,8.14,6.36,3.23
1224,2018-09-18T19:18:00Z,27.6,34.3,7.75,8.19,6.38,4.11
1225,2018-09-18T19:34:00Z,27.7,34.0,0.75,8.22,6.46,3.51
1226,2018-09-19T18:11:00Z,26.9,33.7,5.31,8.05,6.02,3.52
1227,2018-09-19T18:37:00Z,27.2,34.4,2.97,8.06,6.1,4.23
1228,2018-09-19T18:55:00Z,27.3,31.4,3.48,8.07,6.05,5.0
1229,2018-09-19T19:26:00Z,27.4,34.5,1.52,8.1,6.47,2.07
1230,2018-09-20T17:20:00Z,27.0,34.3,1.52,8.03,5.28,2.46
1231,2018-09-20T17:33:00Z,27.3,34.4,2.17,8.11,6.02,0.29
1232,2018-09-20T17:55:00Z,27.3,34.6,15.37,8.12,6.39,0.31
1233,2018-09-20T18:10:00Z,27.6,34.6,6.65,8.14,6.57,0.62
1234,2018-09-20T18:21:00Z,27.6,34.4,4.99,8.14,6.45,1.25
1235,2018-09-21T17:53:00Z,26.5,33.8,20.13,8.12,5.73,15.21
1236,2018-09-21T18:41:00Z,26.9,34.5,1.08,8.2,6.58,0.88
1237,2018-09-21T19:14:00Z,27.1,32.8,3.91,8.09,6.44,3.95
1238,2018-09-21T19:43:00Z,27.4,33.9,29.73,8.11,5.88,14.7
1239,2018-09-21T20:05:00Z,27.7,33.6,76.8,8.16,6.34,1.55
1240,2018-10-02T18:00:00Z,27.8,34.5,2.23,8.1,5.8,3.2
1241,2018-10-02T18:15:00Z,26.0,33.2,22.17,8.02,6.16,4.27
1242,2018-10-02T18:35:00Z,27.4,33.7,9.43,8.11,5.92,6.22
1243,2018-10-02T18:55:00Z,27.3,34.1,10.1,8.14,6.61,3.44
1244,2018-10-02T19:10:00Z,27.7,33.6,3.02,8.14,6.47,11.93
1245,2018-10-03T18:01:00Z,27.1,26.5,3.08,8.14,6.97,6.79
1246,2018-10-03T18:36:00Z,27.8,35.1,0.9,8.14,6.46,3.13
1247,2018-10-03T18:52:00Z,27.8,35.1,2.94,8.13,6.69,3.51
1248,2018-10-03T19:15:00Z,27.8,35.2,2.17,8.11,6.91,4.06
1249,2018-10-03T19:28:00Z,28.1,35.4,1.8,8.12,6.45,4.2
1250,2018-10-04T18:20:00Z,27.4,35.0,4.47,8.15,6.69,4.38
1251,2018-10-04T18:46:00Z,27.5,35.3,3.17,8.17,6.74,3.22
1252,2018-10-04T19:37:00Z,28.1,35.1,4.95,8.17,6.58,2.69
1253,2018-10-05T18:12:00Z,27.5,26.6,5.02,8.17,6.98,7.17
1254,2018-10-05T18:30:00Z,27.9,27.1,3.87,8.19,6.92,3.43
1255,2018-10-05T18:50:00Z,27.8,35.1,6.22,8.17,6.66,6.79
1256,2018-10-05T19:10:00Z,27.9,35.3,4.68,8.18,6.62,2.5
1257,2018-10-05T19:27:00Z,28.1,35.4,3.56,8.16,6.6,8.86
1258,2018-10-09T18:20:00Z,26.9,33.5,11.83,8.14,6.65,5.13
1259,2018-10-09T18:44:00Z,26.7,32.5,4.17,8.17,6.49,3.64
1260,2018-10-09T19:05:00Z,26.9,34.0,3.2,8.2,6.6,2.78
1261,2018-10-09T19:25:00Z,27.9,33.6,9.68,8.21,6.59,3.77
1262,2018-10-09T19:42:00Z,27.7,32.7,3.29,8.24,6.62,1.78
1263,2018-10-10T18:18:00Z,27.1,32.9,15.13,8.11,6.48,2.53
1264,2018-10-10T18:47:00Z,27.5,33.8,18.1,8.11,6.11,10.11
1265,2018-10-10T19:09:00Z,27.5,34.0,6.83,8.1,6.04,6.52
1266,2018-10-10T19:44:00Z,28.2,34.5,4.17,8.19,6.76,3.39
1267,2018-10-11T17:14:00Z,27.0,34.6,17.73,8.11,6.28,0.78
1268,2018-10-11T17:34:00Z,27.7,34.6,23.77,8.12,6.41,3.69
1269,2018-10-11T17:50:00Z,27.5,34.6,6.59,8.17,6.49,2.96
1270,2018-10-11T18:00:00Z,27.4,34.5,6.92,8.16,6.61,2.23
1271,2018-10-11T18:12:00Z,27.5,34.5,5.8,8.14,6.57,3.66
1272,2018-10-12T17:50:00Z,26.5,32.1,3.42,8.21,6.44,4.17
1273,2018-10-12T18:30:00Z,27.2,34.4,0.85,8.21,6.63,1.9
1274,2018-10-12T19:00:00Z,27.8,33.7,2.28,8.14,6.6,4.11
1275,2018-10-12T19:30:00Z,27.3,33.8,17.7,8.14,6.47,3.48
1276,2018-10-12T19:55:00Z,27.8,33.6,47.0,8.15,6.46,4.74
1277,2018-10-23T18:08:00Z,26.8,33.6,4.0,8.13,6.21,7.45
1278,2018-10-23T18:17:00Z,26.0,34.4,17.77,8.09,6.51,8.47
1279,2018-10-23T18:38:00Z,26.6,34.1,10.75,8.09,6.58,1.6
1280,2018-10-23T18:51:00Z,27.3,35.1,7.43,8.15,6.75,1.76
1281,2018-10-23T19:08:00Z,27.4,34.3,7.41,8.14,6.8,6.15
1282,2018-10-24T18:00:00Z,27.2,34.7,5.49,8.13,6.66,2.2
1283,2018-10-24T18:22:00Z,27.5,35.2,2.67,8.16,6.65,0.57
1284,2018-10-24T18:44:00Z,27.5,34.7,2.9,8.1,6.7,4.88
1285,2018-10-24T19:09:00Z,27.6,35.0,1.79,8.09,7.0,2.54
1286,2018-10-24T19:33:00Z,27.7,34.7,1.7,8.11,6.67,2.28
1287,2018-10-25T18:30:00Z,27.1,35.2,2.83,8.19,6.72,3.95
1288,2018-10-25T18:50:00Z,27.1,35.0,3.46,8.15,6.62,3.56
1289,2018-10-25T19:15:00Z,27.6,34.7,16.17,8.15,6.68,0.84
1290,2018-10-25T19:33:00Z,27.8,34.9,1.81,8.18,6.67,2.75
1291,2018-10-26T17:55:00Z,26.9,35.4,0.9,8.17,6.72,0.62
1292,2018-10-26T18:14:00Z,27.2,35.4,0.63,8.18,6.73,0.97
1293,2018-10-26T18:34:00Z,27.1,35.3,1.86,8.16,6.73,2.43
1294,2018-10-26T18:55:00Z,27.4,35.4,2.42,8.17,6.74,0.82
1295,2018-10-26T19:11:00Z,27.7,35.4,0.87,8.19,6.68,0.83
1296,2018-10-30T18:13:00Z,27.4,34.2,1.53,8.13,6.38,5.28
1297,2018-10-30T18:38:00Z,27.6,34.2,7.58,8.18,6.37,7.46
1298,2018-10-30T18:59:00Z,27.4,34.4,3.89,8.14,6.41,2.68
1299,2018-10-30T19:20:00Z,27.6,34.6,2.65,8.21,6.56,6.69
1300,2018-10-30T19:36:00Z,27.4,34.4,3.7,8.23,6.58,1.8
1301,2018-10-31T18:11:00Z,26.8,32.6,4.33,8.1,6.39,6.12
1302,2018-10-31T18:35:00Z,26.7,34.0,6.1,8.14,6.24,8.27
1303,2018-10-31T18:52:00Z,26.7,33.1,38.83,8.13,6.2,9.8
1304,2018-10-31T19:23:00Z,27.0,34.3,3.03,8.11,6.36,1.85
1305,2018-11-01T17:13:00Z,26.8,34.5,2.06,8.03,5.51,6.47
1306,2018-11-01T17:24:00Z,27.5,34.4,3.66,8.08,5.8,2.93
1307,2018-11-01T17:40:00Z,27.2,34.5,23.8,8.13,6.43,2.67
1308,2018-11-01T17:54:00Z,27.0,34.4,7.8,8.11,6.6,1.8
1309,2018-11-01T18:02:00Z,27.3,34.4,8.32,8.13,6.45,6.16
1310,2018-11-02T17:50:00Z,26.1,33.5,32.83,8.12,5.79,16.94
1311,2018-11-02T18:30:00Z,26.5,34.4,0.52,8.21,6.71,1.12
1312,2018-11-02T19:00:00Z,27.5,34.0,0.88,8.16,6.16,4.56
1313,2018-11-02T19:25:00Z,27.0,33.7,14.47,8.18,6.47,1.55
1314,2018-11-02T19:50:00Z,27.2,33.9,23.97,8.15,6.36,6.27
1315,2018-11-13T18:45:00Z,26.7,34.3,1.32,8.09,5.66,12.43
1316,2018-11-13T19:05:00Z,24.0,32.4,13.5,8.08,6.23,4.54
1317,2018-11-13T19:26:00Z,24.4,33.5,3.67,8.21,6.6,4.48
1318,2018-11-13T19:42:00Z,25.3,34.1,5.01,8.17,6.3,8.43
1319,2018-11-13T20:00:00Z,26.8,34.4,1.09,8.14,6.07,16.95
1320,2018-11-14T17:55:00Z,26.3,35.1,0.87,8.13,6.43,5.68
1321,2018-11-14T18:19:00Z,26.6,35.3,0.37,8.17,6.49,4.44
1322,2018-11-14T18:39:00Z,26.7,35.3,0.95,8.15,6.37,5.28
1323,2018-11-14T18:59:00Z,26.5,35.1,0.42,8.08,6.69,8.87
1324,2018-11-14T19:16:00Z,26.8,35.3,0.31,8.13,6.2,6.16
1325,2018-11-15T18:25:00Z,26.5,34.5,2.3,8.14,6.51,4.9
1326,2018-11-15T18:50:00Z,26.4,35.3,0.99,8.18,6.65,4.1
1327,2018-11-15T19:10:00Z,26.7,35.2,2.07,8.17,6.68,2.85
1328,2018-11-15T19:25:00Z,27.6,34.9,1.83,8.15,6.59,3.43
1329,2018-11-15T19:50:00Z,27.4,34.5,1.41,8.16,6.53,4.91
1330,2018-11-16T17:53:00Z,25.9,35.1,0.81,8.15,6.36,4.23
1331,2018-11-16T18:14:00Z,26.1,34.9,0.8,8.1,6.44,7.6
1332,2018-11-16T18:33:00Z,26.4,34.9,1.57,8.13,6.47,3.73
1333,2018-11-16T18:56:00Z,26.4,35.2,1.03,8.16,6.62,10.8
1334,2018-11-16T19:10:00Z,26.6,35.2,0.72,8.18,6.61,3.67
1335,2018-11-27T18:16:00Z,25.8,35.0,1.07,8.2,6.76,3.3
1336,2018-11-27T18:43:00Z,25.2,34.4,48.0,8.17,6.79,2.85
1337,2018-11-27T19:03:00Z,26.2,34.9,2.95,8.23,6.7,1.93
1338,2018-11-27T19:27:00Z,26.4,34.9,4.82,8.22,6.64,4.79
1339,2018-11-27T19:44:00Z,26.3,34.9,2.32,8.24,6.71,2.21
1340,2018-11-28T18:12:00Z,25.6,33.8,5.43,8.13,6.24,3.31
1341,2018-11-28T18:35:00Z,25.3,34.5,7.4,8.14,6.49,2.75
1342,2018-11-28T18:55:00Z,25.5,34.5,20.13,8.11,5.89,6.79
1343,2018-11-28T19:25:00Z,25.0,34.8,2.61,8.16,6.8,14.84
1344,2018-11-29T17:15:00Z,24.4,34.7,1.85,8.07,5.42,3.12
1345,2018-11-29T17:32:00Z,24.9,34.9,1.12,8.15,6.47,4.12
1346,2018-11-29T17:48:00Z,24.9,34.8,7.5,8.17,6.28,3.3
1347,2018-11-29T18:00:00Z,25.3,35.0,3.79,8.18,6.45,1.48
1348,2018-11-29T18:13:00Z,25.7,34.8,6.61,8.21,6.59,2.44
1349,2018-11-30T17:50:00Z,23.8,34.2,2.33,8.15,5.96,13.43
1350,2018-11-30T18:40:00Z,25.6,34.9,0.74,8.2,6.7,4.58
1351,2018-11-30T19:05:00Z,26.0,34.6,0.87,8.17,6.37,6.56
1352,2018-11-30T19:30:00Z,25.6,34.1,4.21,8.14,5.95,7.97
1353,2018-11-30T19:50:00Z,26.2,34.3,10.07,8.16,6.47,5.3
1354,2018-12-04T18:02:00Z,25.1,32.7,1.04,8.15,6.06,5.82
1355,2018-12-04T18:36:00Z,24.4,32.5,6.74,8.12,5.94,10.36
1356,2018-12-04T18:54:00Z,25.3,34.5,3.89,8.16,5.77,7.01
1357,2018-12-04T19:15:00Z,24.9,34.5,6.61,8.16,6.77,11.1
1358,2018-12-04T19:30:00Z,26.1,33.7,1.64,8.13,5.84,18.3
1359,2018-12-06T18:20:00Z,24.6,34.7,8.55,8.13,6.72,6.9
1360,2018-12-06T18:45:00Z,24.9,35.5,0.45,8.2,6.8,13.3
1361,2018-12-06T19:10:00Z,25.0,35.1,1.43,8.18,6.84,5.63
1362,2018-12-06T19:28:00Z,25.5,34.4,1.7,8.15,6.77,8.79
1363,2018-12-06T19:45:00Z,25.6,33.4,2.52,8.14,6.57,5.81
1364,2018-12-07T17:50:00Z,24.9,35.4,1.2,8.18,6.8,3.39
1365,2018-12-07T18:21:00Z,25.3,35.4,0.66,8.15,6.75,5.06
1366,2018-12-07T18:40:00Z,25.6,35.3,0.98,8.15,6.75,5.56
1367,2018-12-07T19:05:00Z,25.8,35.4,0.79,8.17,6.81,3.49
1368,2018-12-07T19:22:00Z,25.9,35.3,0.42,8.2,6.84,2.57
1369,2018-12-11T18:18:00Z,24.5,34.6,0.8,8.17,6.83,5.23
1370,2018-12-11T18:44:00Z,24.1,34.5,13.5,8.15,6.8,10.48
1371,2018-12-11T19:04:00Z,23.9,27.1,8.71,8.23,7.21,3.91
1372,2018-12-11T19:24:00Z,25.5,34.5,0.58,8.2,6.49,6.84
1373,2018-12-11T19:44:00Z,25.7,34.0,1.91,8.22,6.72,6.52
1374,2018-12-12T18:15:00Z,25.0,34.7,2.11,8.1,5.64,5.81
1375,2018-12-12T18:33:00Z,24.6,34.2,8.01,8.09,6.0,5.96
1376,2018-12-12T18:50:00Z,25.3,34.3,7.86,8.06,5.82,10.49
1377,2018-12-12T19:20:00Z,24.1,34.9,1.32,8.14,6.52,4.94
1378,2018-12-13T17:22:00Z,22.9,34.7,3.6,8.06,6.24,4.68
1379,2018-12-13T17:41:00Z,22.8,34.7,1.13,8.1,6.37,7.1
1380,2018-12-13T17:56:00Z,22.3,34.9,7.22,8.13,6.86,7.44
1381,2018-12-13T18:15:00Z,23.3,34.8,10.03,8.17,6.84,6.46
1382,2018-12-13T18:26:00Z,23.9,34.4,5.28,8.11,6.45,3.76
1383,2018-12-14T17:50:00Z,23.6,33.8,67.7,8.12,6.49,5.75
1384,2018-12-14T18:40:00Z,23.9,34.7,0.75,8.19,6.89,4.5
1385,2018-12-14T19:05:00Z,24.3,34.2,1.35,8.16,6.88,6.94
1386,2018-12-14T19:35:00Z,23.7,34.1,6.32,8.14,6.78,6.0
1387,2018-12-14T19:57:00Z,23.6,33.9,16.83,8.15,6.99,3.65
1388,2018-12-18T18:00:00Z,24.8,33.8,1.96,8.11,5.74,2.35
1389,2018-12-18T18:14:00Z,22.7,31.8,11.43,8.13,6.45,3.66
1390,2018-12-18T18:30:00Z,23.6,33.4,5.81,8.15,6.05,3.73
1391,2018-12-18T18:46:00Z,23.5,34.0,3.97,8.15,6.87,5.02
1392,2018-12-18T19:02:00Z,24.9,32.5,2.19,8.11,6.25,18.29
1393,2018-12-19T18:05:00Z,24.4,34.5,1.94,8.1,6.54,3.61
1394,2018-12-19T18:40:00Z,24.2,34.9,0.86,8.14,6.8,1.29
1395,2018-12-19T18:57:00Z,24.5,35.2,1.44,8.15,7.0,1.44
1396,2018-12-19T19:21:00Z,24.5,35.0,1.08,8.11,7.36,3.04
1397,2018-12-19T19:45:00Z,24.8,35.1,0.82,8.12,6.95,4.87
1398,2018-12-20T18:25:00Z,23.7,33.9,4.59,8.1,6.63,2.7
1399,2018-12-20T18:55:00Z,24.1,35.5,0.73,8.17,6.86,3.64
1400,2018-12-20T19:15:00Z,24.0,35.0,2.5,8.15,6.94,3.95
1401,2018-12-20T19:30:00Z,24.4,34.9,1.73,8.15,6.9,2.27
1402,2018-12-20T19:47:00Z,24.7,32.5,1.59,8.12,6.85,2.83
1403,2018-12-21T17:54:00Z,24.1,35.2,0.57,8.15,6.89,1.35
1404,2018-12-21T18:17:00Z,24.6,35.3,0.29,8.17,6.74,5.03
1405,2018-12-21T18:37:00Z,24.3,35.1,0.9,8.13,6.89,3.76
1406,2018-12-21T18:58:00Z,24.9,35.3,0.39,8.19,6.79,1.56
1407,2018-12-21T19:13:00Z,25.1,35.3,0.3,8.19,6.77,1.13
1408,2019-01-08T18:07:00Z,23.8,34.6,0.95,8.17,6.88,1.85
1409,2019-01-08T18:31:00Z,23.8,34.3,8.97,8.16,6.81,2.59
1410,2019-01-08T18:52:00Z,23.6,34.4,3.35,8.15,6.92,1.32
1411,2019-01-08T19:11:00Z,25.0,33.6,1.21,8.21,6.88,2.04
1412,2019-01-08T19:28:00Z,24.8,34.1,1.83,8.23,6.67,0.72
1413,2019-01-09T18:13:00Z,24.5,34.6,3.41,8.19,6.74,0.8
1414,2019-01-09T18:35:00Z,24.2,34.1,10.6,8.16,6.74,2.12
1415,2019-01-09T18:52:00Z,23.8,33.7,14.2,8.08,6.34,4.6
1416,2019-01-09T19:20:00Z,23.9,34.4,3.5,8.08,6.28,1.53
1417,2019-01-10T17:18:00Z,23.9,34.6,6.37,8.04,6.05,4.43
1418,2019-01-10T17:32:00Z,24.4,34.4,3.64,8.1,6.58,1.81
1419,2019-01-10T17:50:00Z,24.3,34.7,14.17,8.12,6.55,2.77
1420,2019-01-10T18:00:00Z,24.5,34.7,2.72,8.13,6.4,0.45
1421,2019-01-10T18:13:00Z,24.5,34.4,4.03,8.18,6.75,5.01
1422,2019-01-11T17:45:00Z,22.5,33.0,100.23,8.11,6.7,2.98
1423,2019-01-11T18:35:00Z,24.0,34.8,1.54,8.18,6.93,1.57
1424,2019-01-11T19:05:00Z,24.4,34.6,3.56,8.16,6.87,4.86
1425,2019-01-11T19:30:00Z,24.0,34.3,15.33,8.14,6.95,4.99
1426,2019-01-11T19:55:00Z,24.6,34.6,9.84,8.21,6.93,1.9
1427,2019-01-15T18:04:00Z,23.8,33.4,4.83,8.2,6.72,21.92
1428,2019-01-15T18:40:00Z,23.4,34.1,11.57,8.1,6.29,16.33
1429,2019-01-15T19:05:00Z,24.2,34.1,8.94,8.17,6.52,1.58
1430,2019-01-15T19:30:00Z,24.4,34.4,8.85,8.16,6.65,2.68
1431,2019-01-15T20:00:00Z,24.6,32.6,3.87,8.17,6.9,6.59
1432,2019-01-16T18:10:00Z,23.5,33.7,4.11,8.19,6.81,2.92
1433,2019-01-16T18:37:00Z,23.8,34.2,2.53,8.18,6.86,0.58
1434,2019-01-16T19:02:00Z,23.9,34.0,2.85,8.15,6.89,8.82
1435,2019-01-16T19:28:00Z,24.2,34.5,1.01,8.15,7.06,3.53
1436,2019-01-16T19:50:00Z,24.6,34.4,1.69,8.16,6.78,2.59
1437,2019-01-18T18:00:00Z,23.4,34.8,1.25,8.19,6.85,3.56
1438,2019-01-18T18:20:00Z,23.8,34.6,0.84,8.2,6.85,6.57
1439,2019-01-18T18:40:00Z,24.2,34.4,0.61,8.2,6.84,3.67
1440,2019-01-18T19:10:00Z,24.1,34.6,1.13,8.2,6.86,2.75
1441,2019-01-18T19:35:00Z,24.3,34.4,0.57,8.22,6.84,2.92
1442,2019-01-29T18:02:00Z,22.6,34.7,1.22,8.2,7.03,4.21
1443,2019-01-29T18:26:00Z,21.7,33.5,11.5,8.17,7.15,3.65
1444,2019-01-29T18:50:00Z,21.8,34.6,5.44,8.18,7.1,2.23
1445,2019-01-29T19:13:00Z,23.6,34.5,1.66,8.23,6.77,4.41
1446,2019-01-29T19:33:00Z,23.5,33.4,0.95,8.24,6.9,2.26
1447,2019-01-30T18:10:00Z,22.6,34.2,1.72,8.13,6.61,5.43
1448,2019-01-30T18:30:00Z,22.4,34.0,4.1,8.14,6.47,1.91
1449,2019-01-30T18:50:00Z,22.2,33.8,3.5,8.16,6.5,2.9
1450,2019-01-30T19:17:00Z,23.6,34.5,1.66,8.12,6.32,3.89
1451,2019-01-31T17:10:00Z,23.0,34.3,2.16,8.08,5.8,8.34
1452,2019-01-31T17:27:00Z,23.6,34.7,1.54,8.16,6.46,4.88
1453,2019-01-31T17:43:00Z,22.9,34.5,2.15,8.18,6.72,2.5
1454,2019-01-31T17:55:00Z,23.1,34.4,3.51,8.17,6.69,4.4
1455,2019-01-31T18:10:00Z,23.4,34.6,1.6,8.17,6.6,4.26
1456,2019-02-01T17:50:00Z,22.1,25.3,107.0,8.18,7.22,4.33
1457,2019-02-01T18:40:00Z,23.5,34.8,1.59,8.21,7.0,2.39
1458,2019-02-01T19:15:00Z,24.1,34.2,5.28,8.21,7.16,4.42
1459,2019-02-01T19:40:00Z,23.3,33.1,24.67,8.17,7.06,4.34
1460,2019-02-01T20:05:00Z,23.7,33.7,19.37,8.21,7.07,2.36
1461,2019-02-05T18:00:00Z,23.4,35.7,1.78,8.13,6.33,7.12
1462,2019-02-05T18:15:00Z,21.4,33.7,19.8,8.11,6.84,5.89
1463,2019-02-05T18:33:00Z,23.1,34.7,6.88,8.15,6.24,3.85
1464,2019-02-05T18:52:00Z,22.5,35.3,5.44,8.18,6.85,3.92
1465,2019-02-05T19:07:00Z,23.1,35.1,4.61,8.14,6.71,8.82
1466,2019-02-06T18:00:00Z,23.5,36.7,2.11,8.15,6.82,2.8
1467,2019-02-06T18:22:00Z,23.8,36.8,1.0,8.14,6.89,2.46
1468,2019-02-06T18:50:00Z,23.8,36.8,6.01,8.14,6.89,3.45
