time,latitude,longitude,location_id,location_name,sample_id,session_id,water_temperature,salinity,turbidity,ph,oxygen,oxygen_saturation,nitrogen,phosphorus,phosphate,silicate,nitrate_nitrite,ammonia,qa_comments
2017-11-22T20:15:00Z,20.618366,-156.437572,MAN,Ahihi North,MAN171122,2,25.7,36.1,0.66,8.28,7.17,107.5,96.24,10.22,4.33,77.62,2.96,5.3,
2017-11-22T20:40:00Z,20.6138,-156.436853,MAS,Ahihi South,MAS171122,2,25.5,35.6,0.92,8.27,6.85,102.3,74.6,11.4,5.96,331.76,14.15,4.25,
2017-12-05T18:05:00Z,20.755056,-156.459602,KWP,Waipuilani Park,KWP171205,3,23.2,33.2,7.8,8.13,6.48,91.5,200.83,18.51,13.3,1062.32,124.29,8.22,
2017-12-05T18:06:00Z,20.994222,-156.667417,RNS,Napili,RNS171205,31,24.2,35.2,1.09,8.17,6.89,100.0,70.39,8.81,4.74,101.58,4.46,6.96,
2017-12-05T18:31:00Z,20.967083,-156.68139,RPO,Pohaku,RPO171205,31,23.5,34.5,31.83,8.17,6.96,99.3,86.41,16.58,13.19,519.49,33.22,5.24,
2017-12-05T18:40:00Z,20.747334,-156.457881,KKS,Kihei South (Lipoa),KKS171205,3,23.7,33.7,5.76,8.15,6.33,90.7,157.45,12.52,8.91,625.32,74.5,7.35,
2017-12-05T18:52:00Z,20.949331,-156.691124,RKS,Kaanapali Shores,RKS171205,31,23.5,34.0,10.11,8.17,7.01,99.8,87.8,14.48,9.96,508.61,10.41,4.51,
2017-12-05T19:00:00Z,20.730973,-156.45372,KKP,Kalama Park,KKP171205,3,23.2,34.5,6.35,8.16,6.46,91.8,154.31,10.83,9.42,546.73,90.52,9.42,
2017-12-05T19:13:00Z,20.936669,-156.69278,RAB,Airport Beach,RAB171205,31,24.5,34.5,6.57,8.18,6.82,99.0,77.86,13.2,8.9,322.28,15.06,7.23,
2017-12-05T19:20:00Z,20.727434,-156.450077,KCP,Cove Park,KCP171205,3,24.2,33.3,2.02,8.13,6.33,91.0,462.15,34.41,32.32,1802.91,382.71,46.67,
2017-12-05T19:33:00Z,20.910347,-156.689382,RCB,Canoe Beach,RCB171205,31,25.5,34.4,2.17,8.2,6.84,101.0,107.45,14.22,8.06,558.71,48.26,5.36,
2017-12-05T19:40:00Z,20.721985,-156.448183,KKO,Kamaole Beach I,KKO171205,3,24.3,35.2,2.06,8.19,NaN,NaN,98.97,12.38,6.43,451.44,35.61,2.98,DO QA'ed out; DO_sat QA'ed out
2017-12-05T19:51:00Z,20.904476,-156.685931,RWA,Wahikuli,RWA171205,31,25.1,33.8,1.57,8.23,6.83,100.0,83.82,15.06,11.21,858.0,23.21,7.0,
2017-12-05T20:00:00Z,20.712908,-156.446596,KKT,Kamaole Beach III,KKT171205,3,24.7,35.6,0.58,8.19,6.67,98.1,81.27,11.45,5.08,237.67,17.77,3.17,
2017-12-06T18:05:00Z,20.653913,-156.441174,MML,Makena Landing,MML171206,3,23.9,35.4,0.53,8.18,6.62,95.4,110.74,11.61,5.56,157.7,14.35,4.18,
2017-12-06T18:15:00Z,20.86732,-156.67605,PFF,505 Front Street,PFF171206,31,24.5,35.0,3.56,8.17,6.72,97.8,76.01,13.05,6.34,94.34,4.0,5.27,
2017-12-06T18:30:00Z,20.645598,-156.443859,MMB,Maluaka Beach,MMB171206,3,24.2,35.6,0.68,8.2,6.6,96.0,76.45,11.97,4.05,100.72,7.75,1.62,
2017-12-06T18:35:00Z,20.86485,-156.67374,PLH,Lindsey Hale,PLH171206,31,23.8,34.6,12.27,8.15,6.67,95.7,92.24,14.52,9.66,385.9,10.06,6.81,
2017-12-06T18:55:00Z,20.86356,-156.67297,PLT,Lahaina Town,PLT171206,31,23.6,34.3,16.27,8.13,6.59,94.2,99.69,14.65,10.49,502.8,20.63,18.76,
2017-12-06T19:05:00Z,20.618366,-156.437572,MAN,Ahihi North,MAN171206,3,24.2,35.5,1.22,8.12,6.88,100.1,163.36,17.73,6.07,255.56,5.08,7.24,
2017-12-06T19:20:00Z,20.859233,-156.669442,PPU,Makila Point,PPU171206,31,24.6,34.6,2.05,8.21,6.98,101.5,67.98,10.68,4.02,180.76,1.27,5.47,
2017-12-06T19:35:00Z,20.6138,-156.436853,MAS,Ahihi South,MAS171206,3,24.8,35.8,0.72,8.2,6.73,99.0,88.17,10.41,4.51,184.94,11.69,3.47,
2017-12-06T19:45:00Z,20.84236,-156.653035,OLP,Launiupoko,OLP171206,31,24.7,34.9,1.8,8.19,6.95,101.6,74.24,11.43,4.35,123.98,1.79,6.27,
2017-12-06T20:08:00Z,20.80916,-156.62289,OSF,Olowalu Shore Front,OSF171206,31,24.6,34.8,1.38,8.16,6.96,101.4,78.55,10.56,5.96,125.05,6.0,9.55,
2017-12-07T17:08:00Z,20.808444,-156.619697,OPM,Peter Martin Hale,OPM171207,31,23.3,34.8,6.66,8.09,6.27,89.5,74.29,10.17,5.71,129.57,5.21,5.51,
2017-12-07T17:30:00Z,20.80986,-156.61369,OCO,Camp Olowalu,OCO171207,31,23.7,34.9,3.57,8.13,6.38,91.6,65.16,7.54,4.95,205.81,4.2,4.86,
2017-12-07T17:47:00Z,20.80915,-156.60661,OMM,Mile Marker 14,OMM171207,31,24.2,35.0,3.32,8.11,6.07,87.9,69.35,14.0,4.99,201.13,5.2,7.13,
2017-12-07T18:04:00Z,20.79448,-156.58142,OUB,Ukumehame Beach,OUB171207,31,24.6,34.9,5.78,8.14,6.55,95.5,62.47,9.19,4.74,100.75,2.08,2.99,
2017-12-07T18:20:00Z,20.793809,-156.575211,OPB,Papalaua,OPB171207,31,24.6,35.0,4.37,8.18,6.67,97.2,68.46,9.35,4.51,72.39,3.85,3.57,
2017-12-07T18:33:00Z,20.792747,-156.567326,OPP,Papalaua Pali,OPP171207,31,24.3,34.8,2.04,8.18,6.8,98.8,65.22,9.32,4.77,161.41,3.12,3.85,
2017-12-08T17:50:00Z,21.013058,-156.63834,RHL,Honolua,RHL171208,31,23.2,34.5,25.87,8.14,6.78,96.2,89.42,12.22,7.25,268.46,6.53,5.13,
2017-12-08T18:40:00Z,21.005,-156.65084,RFN,DT Beach (Fleming N),RFN171208,31,24.7,35.1,1.55,8.18,6.95,101.6,88.53,13.5,4.88,99.37,6.99,3.0,
2017-12-08T19:15:00Z,21.004056,-156.65894,RON,Oneloa,RON171208,31,25.1,35.1,0.64,8.18,6.91,101.8,71.94,11.14,4.43,65.94,2.38,3.0,
2017-12-08T19:45:00Z,20.998924,-156.666746,RFS,Kapalua Bay (Fleming S),RFS171208,31,25.4,35.1,1.41,8.19,7.03,104.0,73.58,14.06,5.88,107.38,5.36,4.43,
2017-12-08T20:10:00Z,20.982074,-156.673398,RKO,Ka'opala,RKO171208,31,24.7,34.6,15.33,8.19,6.99,102.0,98.5,15.84,10.63,325.21,24.76,4.34,
2017-12-08T20:35:00Z,20.976561,-156.678,RKV,Kahana Village,RKV171208,31,25.5,34.8,21.17,8.22,6.96,102.9,73.94,11.28,5.81,117.0,4.28,5.27,
2017-12-19T18:13:00Z,20.755056,-156.459602,KWP,Waipuilani Park,KWP171219,4,24.5,34.4,20.2,8.08,6.47,94.4,108.77,22.16,11.94,459.97,25.84,3.46,
2017-12-19T18:21:00Z,20.994222,-156.667417,RNS,Napili,RNS171219,32,24.8,35.2,1.17,8.16,6.72,98.9,77.6,12.71,5.65,157.84,7.31,3.04,
2017-12-19T18:35:00Z,20.747334,-156.457881,KKS,Kihei South (Lipoa),KKS171219,4,25.1,34.0,7.32,8.12,6.04,88.9,139.36,17.9,9.56,526.78,67.18,3.11,
2017-12-19T18:50:00Z,20.730973,-156.45372,KKP,Kalama Park,KKP171219,4,25.0,34.4,5.28,8.14,6.44,94.8,165.91,18.29,10.28,427.28,83.34,6.2,
2017-12-19T18:55:00Z,20.967083,-156.68139,RPO,Pohaku,RPO171219,32,24.8,34.0,23.4,8.16,6.74,98.7,159.02,24.42,17.42,998.22,102.79,1.72,
2017-12-19T19:05:00Z,20.727434,-156.450077,KCP,Cove Park,KCP171219,4,25.2,32.3,3.72,8.12,6.22,90.7,482.92,39.02,32.36,1695.9,396.48,45.73,
2017-12-19T19:21:00Z,20.949331,-156.691124,RKS,Kaanapali Shores,RKS171219,32,24.9,34.9,25.53,8.18,6.68,98.4,73.3,17.92,7.49,177.52,5.11,1.93,
2017-12-19T19:29:00Z,20.721985,-156.448183,KKO,Kamaole Beach I,KKO171219,4,25.2,34.9,1.43,8.2,6.64,98.4,114.71,16.37,6.37,266.78,37.67,0.28,NH4 below detectable limit
2017-12-19T19:45:00Z,20.712908,-156.446596,KKT,Kamaole Beach III,KKT171219,4,25.4,35.1,0.75,8.18,6.58,98.0,104.72,15.83,6.96,252.55,32.43,1.93,
2017-12-19T19:46:00Z,20.936669,-156.69278,RAB,Airport Beach,RAB171219,32,25.1,34.8,5.01,8.18,6.46,95.4,77.67,14.71,7.87,313.77,13.07,1.25,
2017-12-19T20:10:00Z,20.910347,-156.689382,RCB,Canoe Beach,RCB171219,32,25.2,34.2,2.04,8.2,6.64,97.9,149.95,16.91,8.86,731.06,89.09,4.05,
2017-12-19T20:30:00Z,20.904476,-156.685931,RWA,Wahikuli,RWA171219,32,24.9,33.1,1.21,8.21,6.74,98.5,108.05,25.16,17.32,1412.13,45.05,0.98,
2017-12-20T18:05:00Z,20.653913,-156.441174,MML,Makena Landing,MML171220,4,24.5,35.4,1.24,8.31,6.71,98.6,84.11,14.36,5.87,139.76,9.85,1.95,
2017-12-20T18:20:00Z,20.86732,-156.67605,PFF,505 Front Street,PFF171220,32,24.0,35.4,5.39,8.15,6.68,97.2,76.86,12.39,5.56,91.93,1.78,0.94,
2017-12-20T18:30:00Z,20.645598,-156.443859,MMB,Maluaka Beach,MMB171220,4,24.4,35.3,0.94,8.3,6.75,99.0,90.58,13.91,4.64,101.1,10.2,1.0,
2017-12-20T18:41:00Z,20.86485,-156.67374,PLH,Lindsey Hale,PLH171220,32,24.1,34.9,6.94,8.14,6.59,96.0,72.14,12.9,6.72,254.46,6.51,2.85,
2017-12-20T18:55:00Z,20.639866,-156.447406,MON,Oneuli,MON171220,4,24.5,35.3,1.84,8.28,6.74,98.9,78.25,12.81,4.75,124.09,9.37,2.26,
2017-12-20T19:05:00Z,20.86356,-156.67297,PLT,Lahaina Town,PLT171220,32,23.9,34.5,10.06,8.13,6.61,95.5,84.35,15.44,9.69,491.54,17.79,3.45,
2017-12-20T19:17:00Z,20.63061,-156.446183,MBS,Makena Beach Shoreline,MBS171220,4,24.7,35.4,0.56,8.31,6.68,98.3,81.19,12.96,4.89,63.69,6.72,0.28,NH4 below detectable limit
2017-12-20T19:35:00Z,20.859233,-156.669442,PPU,Makila Point,PPU171220,32,24.4,34.9,5.34,8.17,6.85,100.2,71.58,13.25,4.9,166.84,1.39,1.4,
2017-12-20T19:36:00Z,20.618366,-156.437572,MAN,Ahihi North,MAN171220,4,24.4,35.2,0.78,8.17,6.37,93.4,95.27,14.43,6.59,183.88,10.48,4.06,
2017-12-20T19:55:00Z,20.84236,-156.653035,OLP,Launiupoko,OLP171220,32,24.6,35.0,4.83,8.13,6.77,99.5,78.67,12.07,4.16,180.75,4.11,1.44,
2017-12-20T19:56:00Z,20.6138,-156.436853,MAS,Ahihi South,MAS171220,4,24.4,34.3,0.93,8.16,6.56,95.5,121.59,20.0,14.69,1032.62,55.08,3.48,
2017-12-20T20:15:00Z,20.80916,-156.62289,OSF,Olowalu Shore Front,OSF171220,32,24.6,35.0,2.64,8.08,6.35,93.2,75.75,12.58,7.22,192.43,8.75,3.41,
2017-12-21T18:21:00Z,20.808444,-156.619697,OPM,Peter Martin Hale,OPM171221,32,23.5,34.7,9.96,8.03,6.46,92.8,80.9,13.8,7.63,211.91,12.34,1.86,
2017-12-21T18:45:00Z,20.80986,-156.61369,OCO,Camp Olowalu,OCO171221,32,24.1,34.8,2.41,8.02,5.91,85.9,83.41,9.99,5.71,287.76,13.39,2.36,
2017-12-21T19:04:00Z,20.80915,-156.60661,OMM,Mile Marker 14,OMM171221,32,24.2,34.6,4.34,8.0,5.87,85.4,84.78,11.14,6.42,351.61,17.28,2.74,
2017-12-21T19:24:00Z,20.79448,-156.58142,OUB,Ukumehame Beach,OUB171221,32,24.2,34.6,3.58,8.11,6.63,96.5,80.05,9.77,5.4,155.42,9.76,1.87,
2017-12-21T19:43:00Z,20.793809,-156.575211,OPB,Papalaua,OPB171221,32,24.7,34.6,49.83,8.09,6.63,97.4,96.54,12.27,6.58,123.91,29.65,1.65,
2017-12-21T19:58:00Z,20.792747,-156.567326,OPP,Papalaua Pali,OPP171221,32,25.0,35.1,13.2,8.11,6.24,92.3,93.75,15.86,6.75,133.06,21.99,4.42,
2017-12-22T17:59:00Z,21.013058,-156.63834,RHL,Honolua,RHL171222,32,22.6,28.5,20.83,8.17,7.04,96.1,121.96,15.57,8.67,669.46,38.75,5.41,
2017-12-22T18:42:00Z,21.005,-156.65084,RFN,DT Beach (Fleming N),RFN171222,32,23.4,33.9,7.39,8.17,6.98,99.5,87.8,13.17,7.32,252.01,15.59,4.73,
2017-12-22T19:17:00Z,21.004056,-156.65894,RON,Oneloa,RON171222,32,24.0,35.1,4.31,8.19,6.93,100.7,76.47,12.11,4.86,93.73,7.3,2.58,
2017-12-22T19:50:00Z,20.998924,-156.666746,RFS,Kapalua Bay (Fleming S),RFS171222,32,24.5,34.7,3.38,8.18,6.95,101.8,113.42,19.66,11.28,526.76,49.6,3.4,
2017-12-22T20:18:00Z,20.982074,-156.673398,RKO,Ka'opala,RKO171222,32,23.4,33.9,36.17,8.14,6.93,99.1,148.33,23.45,16.12,456.83,83.58,6.61,
2017-12-22T20:43:00Z,20.976561,-156.678,RKV,Kahana Village,RKV171222,32,24.3,33.7,16.7,8.19,7.18,103.9,387.2,23.43,12.78,392.14,35.53,22.51,
2018-01-09T18:07:00Z,20.755056,-156.459602,KWP,Waipuilani Park,KWP180109,5,22.4,33.4,21.1,8.12,6.71,93.3,103.57,21.14,11.59,671.52,28.21,5.82,
2018-01-09T18:15:00Z,20.994222,-156.667417,RNS,Napili,RNS180109,33,23.6,34.0,0.55,8.1,6.95,99.3,195.48,12.02,9.69,505.15,15.9,11.95,
2018-01-09T18:35:00Z,20.747334,-156.457881,KKS,Kihei South (Lipoa),KKS180109,5,23.2,33.8,8.37,8.12,6.61,93.9,125.28,15.69,8.96,617.53,43.47,4.55,
2018-01-09T18:47:00Z,20.967083,-156.68139,RPO,Pohaku,RPO180109,33,24.1,33.9,2.45,8.16,6.8,97.6,143.16,14.22,10.12,622.1,63.7,6.95,
2018-01-09T18:50:00Z,20.730973,-156.45372,KKP,Kalama Park,KKP180109,5,23.8,34.9,20.23,8.15,6.71,96.9,123.51,15.25,8.53,307.46,37.72,5.08,
2018-01-09T19:09:00Z,20.949331,-156.691124,RKS,Kaanapali Shores,RKS180109,33,23.7,34.5,12.4,8.15,6.97,99.8,80.58,15.83,5.5,130.4,5.57,3.05,
2018-01-09T19:20:00Z,20.727434,-156.450077,KCP,Cove Park,KCP180109,5,24.5,31.4,4.35,8.12,6.57,94.0,608.09,37.32,33.36,2149.95,506.57,12.62,
2018-01-09T19:26:00Z,20.936669,-156.69278,RAB,Airport Beach,RAB180109,33,24.8,34.2,1.42,8.17,6.64,96.8,106.62,19.49,7.26,338.52,24.67,3.44,
2018-01-09T19:35:00Z,20.721985,-156.448183,KKO,Kamaole Beach I,KKO180109,5,25.2,35.1,1.94,8.18,NaN,NaN,103.2,14.28,5.22,282.51,21.36,2.29,DO QA'ed out; DO_sat QA'ed out
2018-01-09T19:46:00Z,20.910347,-156.689382,RCB,Canoe Beach,RCB180109,33,25.0,34.4,7.65,8.18,6.74,98.7,108.03,14.97,5.09,155.02,22.6,5.91,
2018-01-09T19:51:00Z,20.712908,-156.446596,KKT,Kamaole Beach III,KKT180109,5,25.0,35.1,0.96,8.18,6.7,98.9,112.47,12.8,6.43,271.41,30.92,3.89,
2018-01-09T20:03:00Z,20.904476,-156.685931,RWA,Wahikuli,RWA180109,33,24.9,33.5,2.02,8.2,6.99,101.6,106.78,19.37,11.94,801.43,26.9,3.85,
2018-01-10T17:59:00Z,20.653913,-156.441174,MML,Makena Landing,MML180110,5,23.8,34.5,1.95,8.17,6.63,95.0,120.59,13.19,5.75,302.73,40.94,4.25,
2018-01-10T18:25:00Z,20.645598,-156.443859,MMB,Maluaka Beach,MMB180110,5,23.9,34.8,1.65,8.16,6.87,99.0,166.75,14.73,7.45,297.51,74.27,3.63,
2018-01-10T18:27:00Z,20.86732,-156.67605,PFF,505 Front Street,PFF180110,33,23.9,34.7,1.58,8.07,5.85,84.1,85.32,12.4,5.05,105.28,5.89,2.63,
2018-01-10T18:45:00Z,20.86485,-156.67374,PLH,Lindsey Hale,PLH180110,33,24.0,34.1,2.64,8.07,6.1,87.7,89.75,13.3,6.33,198.9,7.07,2.24,
2018-01-10T18:52:00Z,20.639866,-156.447406,MON,Oneuli,MON180110,5,24.3,34.9,2.23,8.13,6.81,98.7,117.47,12.56,6.88,445.45,33.64,5.82,
2018-01-10T19:07:00Z,20.86356,-156.67297,PLT,Lahaina Town,PLT180110,33,24.0,34.2,2.47,8.06,6.03,86.6,92.81,11.66,5.0,126.32,7.78,2.61,
2018-01-10T19:15:00Z,20.63061,-156.446183,MBS,Makena Beach Shoreline,MBS180110,5,24.6,35.3,0.45,8.2,6.72,98.2,83.5,16.04,4.58,170.45,2.55,2.34,
2018-01-10T19:33:00Z,20.859233,-156.669442,PPU,Makila Point,PPU180110,33,24.3,34.2,1.32,8.14,7.03,101.5,85.3,11.14,3.66,112.45,1.24,2.39,
2018-01-10T19:45:00Z,20.618366,-156.437572,MAN,Ahihi North,MAN180110,5,24.7,35.1,0.84,8.1,7.11,104.1,94.6,15.18,5.21,246.79,5.38,5.26,
2018-01-10T19:52:00Z,20.84236,-156.653035,OLP,Launiupoko,OLP180110,33,25.0,34.5,1.08,8.15,7.11,104.0,85.49,9.42,2.35,133.82,3.27,6.7,
2018-01-10T20:10:00Z,20.6138,-156.436853,MAS,Ahihi South,MAS180110,5,24.5,35.2,0.65,8.1,6.67,97.3,86.16,14.84,6.35,174.85,8.06,5.11,
2018-01-10T20:19:00Z,20.80916,-156.62289,OSF,Olowalu Shore Front,OSF180110,33,24.5,34.5,2.68,8.13,7.38,107.2,100.45,12.77,5.68,175.58,4.46,5.0,
2018-01-11T17:14:00Z,20.808444,-156.619697,OPM,Peter Martin Hale,OPM180111,33,23.1,34.3,2.56,8.06,5.88,83.4,86.14,11.21,4.86,243.59,2.96,3.93,
2018-01-11T17:34:00Z,20.80986,-156.61369,OCO,Camp Olowalu,OCO180111,33,24.1,34.6,0.94,8.1,6.47,93.4,79.4,8.8,3.45,161.39,7.13,4.4,
2018-01-11T17:46:00Z,20.80915,-156.60661,OMM,Mile Marker 14,OMM180111,33,23.9,34.4,1.14,8.09,6.29,90.3,82.57,7.79,3.6,214.4,5.78,3.47,
2018-01-11T18:00:00Z,20.79448,-156.58142,OUB,Ukumehame Beach,OUB180111,33,24.2,34.6,2.12,8.14,6.65,96.0,91.54,15.47,4.82,126.15,4.47,2.83,
2018-01-11T18:12:00Z,20.793809,-156.575211,OPB,Papalaua,OPB180111,33,24.2,34.8,4.35,8.14,6.85,99.3,85.21,9.31,4.23,206.08,3.04,2.87,
2018-01-11T18:30:00Z,20.792747,-156.567326,OPP,Papalaua Pali,OPP180111,33,24.4,34.6,1.63,8.13,6.82,99.0,76.74,10.6,4.1,114.41,3.69,3.25,
2018-01-12T17:55:00Z,21.013058,-156.63834,RHL,Honolua,RHL180112,33,22.8,33.1,64.57,8.07,6.82,95.4,98.13,22.62,9.73,518.6,7.7,7.35,
2018-01-12T18:45:00Z,21.005,-156.65084,RFN,DT Beach (Fleming N),RFN180112,33,24.0,34.3,3.8,8.16,7.04,101.3,99.22,15.95,6.08,239.35,12.3,3.05,
2018-01-12T19:15:00Z,21.004056,-156.65894,RON,Oneloa,RON180112,33,24.5,34.7,1.07,8.17,7.02,102.4,86.94,13.8,4.35,111.47,4.05,2.57,
2018-01-12T19:40:00Z,20.998924,-156.666746,RFS,Kapalua Bay (Fleming S),RFS180112,33,24.8,33.9,2.6,8.16,7.04,102.6,127.45,20.0,9.87,491.52,49.51,3.8,
2018-01-12T20:10:00Z,20.982074,-156.673398,RKO,Ka'opala,RKO180112,33,24.4,33.8,17.7,8.15,6.99,101.1,131.93,18.69,12.93,479.12,68.19,2.82,
2018-01-12T20:30:00Z,20.976561,-156.678,RKV,Kahana Village,RKV180112,33,25.4,34.5,8.61,8.23,7.2,106.3,105.47,13.24,7.25,204.77,14.79,2.56,
2018-01-23T17:55:00Z,20.755056,-156.459602,KWP,Waipuilani Park,KWP180123,6,23.3,35.2,24.73,8.08,6.53,93.4,109.28,21.26,8.21,298.82,14.81,12.01,
2018-01-23T18:21:00Z,20.747334,-156.457881,KKS,Kihei South (Lipoa),KKS180123,6,23.4,33.8,10.63,8.13,6.26,89.1,126.45,18.2,10.4,776.15,56.94,9.93,
2018-01-23T18:35:00Z,20.730973,-156.45372,KKP,Kalama Park,KKP180123,6,23.9,35.2,11.1,8.15,6.76,97.7,124.25,14.97,9.78,317.81,46.63,8.06,
2018-01-23T19:00:00Z,20.727434,-156.450077,KCP,Cove Park,KCP180123,6,24.4,34.0,7.94,8.13,6.7,97.1,336.09,30.08,24.77,1127.0,261.99,15.71,
2018-01-23T19:15:00Z,20.721985,-156.448183,KKO,Kamaole Beach I,KKO180123,6,24.9,35.5,2.97,8.18,6.69,98.7,102.86,16.03,7.5,298.72,18.15,6.43,
2018-01-23T19:30:00Z,20.712908,-156.446596,KKT,Kamaole Beach III,KKT180123,6,24.6,35.7,1.22,8.17,6.67,98.3,88.42,14.2,5.63,118.16,12.49,7.44,
2018-01-24T18:00:00Z,20.653913,-156.441174,MML,Makena Landing,MML180124,6,24.4,35.4,1.26,8.17,6.67,99.6,120.84,13.57,6.0,159.27,23.85,11.67,
2018-01-24T18:31:00Z,20.645598,-156.443859,MMB,Maluaka Beach,MMB180124,6,24.5,35.7,1.12,8.19,6.84,100.7,99.98,13.06,5.15,194.26,14.7,10.92,
2018-01-24T18:58:00Z,20.639866,-156.447406,MON,Oneuli,MON180124,6,24.4,35.6,3.5,8.13,6.79,99.5,92.54,16.43,4.86,129.91,6.32,12.12,
2018-01-24T19:22:00Z,20.63061,-156.446183,MBS,Makena Beach Shoreline,MBS180124,6,24.8,35.8,0.56,8.19,6.72,99.2,87.07,12.87,4.11,101.36,2.7,9.18,
2018-01-24T19:50:00Z,20.618366,-156.437572,MAN,Ahihi North,MAN180124,6,24.9,35.5,0.69,8.14,7.21,106.6,93.09,12.53,4.82,147.36,4.15,15.74,
2018-01-24T19:55:00Z,20.6138,-156.436853,MAS,Ahihi South,MAS180124,6,24.8,35.3,0.92,8.13,6.68,98.5,101.14,14.99,8.7,531.65,28.28,16.27,
2018-01-30T18:15:00Z,20.994222,-156.667417,RNS,Napili,RNS180130,34,23.7,34.5,1.98,8.18,6.89,99.8,255.58,14.97,6.99,186.81,15.38,15.2,
2018-01-30T18:48:00Z,20.967083,-156.68139,RPO,Pohaku,RPO180130,34,23.8,33.3,20.43,8.17,6.97,100.2,179.98,18.76,14.42,859.56,110.71,3.01,
2018-01-30T19:10:00Z,20.949331,-156.691124,RKS,Kaanapali Shores,RKS180130,34,23.9,34.6,6.56,8.18,6.84,99.5,117.96,13.97,6.18,159.63,11.67,2.91,
2018-01-30T19:39:00Z,20.936669,-156.69278,RAB,Airport Beach,RAB180130,34,24.1,34.4,8.78,8.19,6.83,99.3,116.81,14.94,8.46,338.21,16.56,2.85,
2018-01-30T20:03:00Z,20.910347,-156.689382,RCB,Canoe Beach,RCB180130,34,24.1,33.0,1.53,8.2,6.89,99.6,233.64,15.66,11.29,1296.2,174.33,3.5,
2018-01-30T20:25:00Z,20.904476,-156.685931,RWA,Wahikuli,RWA180130,34,24.2,33.2,2.19,8.2,6.84,99.0,129.35,18.46,13.7,1132.35,42.42,3.31,
2018-01-31T18:07:00Z,20.86732,-156.67605,PFF,505 Front Street,PFF180131,34,23.8,33.4,11.13,8.09,6.38,91.8,105.68,16.46,8.12,534.67,13.6,2.06,
2018-01-31T18:30:00Z,20.86485,-156.67374,PLH,Lindsey Hale,PLH180131,34,23.8,33.8,12.3,8.09,6.31,91.0,121.67,13.92,7.23,500.69,25.23,3.62,
2018-01-31T18:50:00Z,20.86356,-156.67297,PLT,Lahaina Town,PLT180131,34,24.0,34.1,4.57,8.13,6.6,95.7,117.38,11.8,5.05,384.65,23.04,2.86,
2018-01-31T19:12:00Z,20.859233,-156.669442,PPU,Makila Point,PPU180131,34,24.1,34.1,4.24,8.18,6.94,100.6,94.01,11.77,4.0,278.68,6.18,3.05,
2018-01-31T19:32:00Z,20.84236,-156.653035,OLP,Launiupoko,OLP180131,34,24.7,34.7,3.66,8.15,6.85,100.7,117.76,11.21,4.67,171.51,10.6,2.63,
2018-01-31T19:55:00Z,20.80916,-156.62289,OSF,Olowalu Shore Front,OSF180131,34,24.6,34.6,4.81,8.07,6.92,101.5,110.95,11.97,6.0,238.97,12.79,3.34,
2018-02-01T17:07:00Z,20.808444,-156.619697,OPM,Peter Martin Hale,OPM180201,34,24.2,34.9,21.57,8.08,6.27,91.6,94.69,10.96,6.06,158.24,10.98,2.41,
2018-02-01T17:27:00Z,20.80986,-156.61369,OCO,Camp Olowalu,OCO180201,34,25.2,34.2,3.04,8.08,6.44,95.4,88.5,9.35,5.28,277.84,11.37,2.26,
2018-02-01T17:44:00Z,20.80915,-156.60661,OMM,Mile Marker 14,OMM180201,34,25.1,34.5,4.38,8.07,6.26,92.5,86.1,9.83,5.18,358.08,12.66,2.85,
2018-02-01T17:58:00Z,20.79448,-156.58142,OUB,Ukumehame Beach,OUB180201,34,24.6,34.7,5.94,8.12,6.54,95.9,88.25,10.04,4.63,81.61,8.38,1.18,
2018-02-01T18:12:00Z,20.793809,-156.575211,OPB,Papalaua,OPB180201,34,25.0,34.8,7.93,8.1,6.59,97.5,102.27,10.24,3.98,76.5,11.81,2.47,
2018-02-01T18:28:00Z,20.792747,-156.567326,OPP,Papalaua Pali,OPP180201,34,24.9,34.7,2.69,8.14,6.53,96.4,81.97,10.34,4.04,94.9,3.59,1.51,
2018-02-02T17:55:00Z,21.013058,-156.63834,RHL,Honolua,RHL180202,34,23.5,34.5,12.97,8.13,6.74,96.7,115.79,11.65,7.14,280.13,5.05,4.77,
2018-02-02T18:35:00Z,21.005,-156.65084,RFN,DT Beach (Fleming N),RFN180202,34,24.0,34.8,6.98,8.19,6.91,100.0,93.51,10.65,5.02,144.58,7.78,1.52,
2018-02-02T19:00:00Z,21.004056,-156.65894,RON,Oneloa,RON180202,34,24.0,34.8,0.89,8.18,6.93,100.5,93.82,11.64,4.29,110.57,12.0,4.81,
2018-02-02T19:30:00Z,20.998924,-156.666746,RFS,Kapalua Bay (Fleming S),RFS180202,34,24.2,34.3,1.8,8.16,6.91,100.3,126.83,14.47,8.08,479.45,45.98,3.48,
2018-02-02T19:55:00Z,20.982074,-156.673398,RKO,Ka'opala,RKO180202,34,24.3,34.2,11.9,8.13,6.83,99.3,106.42,14.83,10.58,353.31,31.56,2.57,
2018-02-02T20:10:00Z,20.976561,-156.678,RKV,Kahana Village,RKV180202,34,24.6,33.8,8.55,8.13,6.87,99.9,135.79,14.46,13.92,677.94,38.89,4.7,
2018-02-06T17:55:00Z,20.755056,-156.459602,KWP,Waipuilani Park,KWP180206,7,23.7,34.9,33.93,8.11,6.63,95.9,131.1,12.05,10.45,251.16,23.5,8.53,
